timestamp,open,high,low,close,volume
2024-11-30,243.34,245.4,237.52,237.61,541459.151982
2024-12-01,237.62,239.89,234.11,236.79,553613.921595
2024-12-02,236.79,238.2,220.03,225.75,1291192.57629
2024-12-03,225.75,239.62,215.01,233.91,1472621.350297
2024-12-04,233.92,240.88,224.52,229.14,965982.119419
2024-12-05,229.14,244.81,223.0,235.87,1710481.818967
2024-12-06,235.87,247.0,230.89,236.83,1021059.04722
2024-12-07,236.86,243.6,234.09,238.1,657614.691498
2024-12-08,238.13,241.5,233.2,237.04,432871.646893
2024-12-09,237.05,237.3,200.95,216.65,1535836.744979
2024-12-10,216.65,220.95,203.2,213.62,1569846.063663
2024-12-11,213.61,230.63,211.53,227.27,967752.875718
2024-12-12,227.29,234.68,225.63,226.93,658984.723807
2024-12-13,226.92,228.43,220.64,224.78,661183.298753
2024-12-14,224.78,227.5,215.12,219.91,555206.633714
2024-12-15,219.93,225.5,215.72,224.26,485524.490128
2024-12-16,224.27,227.48,213.27,216.21,729656.494135
2024-12-17,216.2,228.96,211.41,223.17,1188507.889175
2024-12-18,223.17,226.05,204.71,206.56,1188486.634929
2024-12-19,206.53,212.13,187.0,193.8,1729589.998859
2024-12-20,193.8,199.76,175.23,194.48,1951052.797862
2024-12-21,194.47,201.97,178.44,181.43,1076080.798255
2024-12-22,181.44,187.87,176.89,180.51,613728.740475
2024-12-23,180.54,193.46,176.5,190.1,931816.746505
2024-12-24,190.11,199.02,186.11,197.13,675825.877618
2024-12-25,197.1,201.88,195.0,197.46,488293.072602
2024-12-26,197.48,199.7,186.62,188.46,542463.039361
2024-12-27,188.43,194.51,182.76,184.23,519406.404624
2024-12-28,184.24,196.07,183.84,195.51,356839.16646
2024-12-29,195.51,197.69,188.53,189.96,415391.564012
2024-12-30,189.95,196.42,185.92,191.34,481242.205469
2024-12-31,191.37,199.25,187.98,189.29,548233.853548
2025-01-01,189.32,195.3,188.0,194.3,324256.094791
2025-01-02,194.28,210.57,193.43,208.28,912557.538108
2025-01-03,208.29,219.8,205.61,218.0,606608.04565
2025-01-04,217.99,218.15,213.54,216.64,339133.435107
2025-01-05,216.65,219.0,211.44,213.42,415359.240441
2025-01-06,213.44,223.19,211.56,218.23,598832.630195
2025-01-07,218.25,219.12,201.75,202.15,985951.087545
2025-01-08,202.16,203.3,188.35,197.48,1112831.816873
2025-01-09,197.48,199.05,182.01,184.96,679049.977575
2025-01-10,184.97,193.1,183.52,187.73,733141.591058
2025-01-11,187.72,191.91,184.1,188.1,342898.935707
2025-01-12,188.09,191.0,185.16,188.51,274152.203363
2025-01-13,188.51,191.97,168.28,182.81,1339869.298742
2025-01-14,182.84,190.19,181.87,187.53,657098.376453
2025-01-15,187.54,206.0,185.86,205.84,803255.282576
2025-01-16,205.84,217.13,198.45,211.15,1040229.666249
2025-01-17,211.16,222.15,209.85,219.5,845629.176473
2025-01-18,219.52,270.79,217.3,261.95,4728370.723965
2025-01-19,261.96,295.9,239.5,257.33,6465240.604795
2025-01-20,257.34,273.4,230.0,242.13,4980166.274261
2025-01-21,242.12,260.0,230.36,250.35,1815784.967909
2025-01-22,250.36,272.0,248.41,257.39,1627181.056646
2025-01-23,257.39,258.43,242.17,253.09,1624387.974732
2025-01-24,253.11,270.22,247.23,253.38,1432771.112158
2025-01-25,253.36,260.79,246.29,256.41,1048609.739115
2025-01-26,256.41,260.07,240.3,240.5,714421.117113
2025-01-27,240.49,242.65,220.86,234.93,2192935.180067
2025-01-28,234.93,243.99,225.09,227.05,853469.546735
2025-01-29,227.08,238.42,222.66,228.16,892409.991036
2025-01-30,228.17,244.69,226.85,238.3,735532.489355
2025-01-31,238.3,241.82,228.24,231.76,620809.729135
2025-02-01,231.76,234.15,212.68,212.98,694945.737373
2025-02-02,212.96,218.79,192.05,203.5,1592609.630469
2025-02-03,203.51,218.58,176.0,216.25,3986545.366558
2025-02-04,216.26,219.96,201.75,206.59,1429406.172645
2025-02-05,206.63,209.34,195.15,196.12,800259.724553
2025-02-06,196.13,203.98,187.42,189.55,856827.175304
2025-02-07,189.54,203.43,188.11,191.97,1177396.672505
2025-02-08,191.99,200.88,189.79,199.28,472619.52296
2025-02-09,199.32,207.37,193.53,200.49,829283.00194
2025-02-10,200.48,209.11,195.9,200.49,892820.697382
2025-02-11,200.49,206.18,195.08,197.99,816291.306549
2025-02-12,197.96,198.56,188.44,196.77,1212143.545089
2025-02-13,196.79,198.46,188.88,194.26,581682.103676
2025-02-14,194.26,205.35,194.1,199.41,704698.860806
2025-02-15,199.41,200.28,192.63,194.48,356270.19734
2025-02-16,194.48,196.24,186.2,188.25,538219.635943
2025-02-17,188.26,189.71,174.64,177.54,1200107.747497
2025-02-18,177.55,179.07,160.81,169.3,1816930.897015
2025-02-19,169.3,174.3,163.75,168.92,982247.384281
2025-02-20,168.94,176.65,167.64,176.01,743044.813189
2025-02-21,176.0,180.5,167.13,168.91,1250681.948122
2025-02-22,168.93,174.76,168.06,172.08,550296.385165
2025-02-23,172.08,173.17,166.43,167.95,398147.254051
2025-02-24,167.95,169.67,137.9,141.81,2227522.220142
2025-02-25,141.81,147.08,131.92,144.32,3142917.506977
2025-02-26,144.33,145.2,130.6,135.31,1546506.851935
2025-02-27,135.33,142.89,134.72,137.69,1202382.180265
2025-02-28,137.7,148.72,125.54,148.13,2688071.449663
2025-03-01,148.16,151.17,138.56,143.63,1041291.002163
2025-03-02,143.66,179.99,140.04,178.74,3620828.042477
2025-03-03,178.74,179.5,139.21,142.16,2848675.783936
2025-03-04,142.15,146.85,130.6,144.79,2892007.999984
2025-03-05,144.79,149.75,140.2,146.26,1165146.495641
2025-03-06,146.28,152.93,142.43,143.29,1172914.560896
